ATL	MYR	DL	14.9697	494.0	33
ATL	MYR	EV	29.5214	104358.0	3535
ATL	OAJ	EV	18.9025	38183.0	2020
ATL	OAK	DL	13.6302	9582.0	703
ATL	OGG	DL	26.0	26.0	1
ATL	OKC	EV	17.6925	40392.0	2283
ATL	OKC	OH	19.1688	1476.0	77
ATL	OKC	DL	20.0173	11570.0	578
ATL	OKC	OO	21.7407	5870.0	270
ATL	OMA	OH	12.875	1545.0	120
ATL	OMA	EV	21.336	66163.0	3101
ATL	OMA	OO	44.0448	5902.0	134
ATL	ONT	DL	13.8147	23264.0	1684
ATL	ORD	OO	14.0166	7583.0	541
ATL	ORD	DL	17.4762	84742.0	4849
ATL	ORD	YV	18.4043	15478.0	841
ATL	ORD	UA	21.4781	76870.0	3579
ATL	ORD	EV	21.6842	412.0	19
ATL	ORD	AA	24.3495	60825.0	2498
ATL	ORD	MQ	31.2958	36397.0	1163
ATL	ORF	DL	13.3057	40223.0	3023
ATL	ORF	EV	13.8857	21384.0	1540
ATL	ORF	OH	22.4188	3587.0	160
ATL	PBI	FL	10.5008	25370.0	2416
ATL	PBI	DL	12.0726	66001.0	5467
ATL	PBI	OH	198.0	198.0	1
ATL	PDX	DL	13.7772	29249.0	2123
ATL	PFN	EV	23.8234	104156.0	4372
ATL	PHF	FL	12.0245	36278.0	3017
ATL	PHF	DL	12.1118	9859.0	814
ATL	PHF	EV	16.509	43204.0	2617
ATL	PHF	OH	30.0	720.0	24
ATL	PHL	9E	13.5185	365.0	27
ATL	PHL	DL	15.4483	87360.0	5655
ATL	PHL	US	15.7849	23772.0	1506
ATL	PHL	FL	18.5194	78115.0	4218
ATL	PHL	OH	31.5033	9514.0	302
ATL	PHL	EV	35.1847	5524.0	157
ATL	PHX	US	12.5988	32316.0	2565
ATL	PHX	FL	12.61	23959.0	1900
ATL	PHX	DL	13.2948	51185.0	3850
ATL	PIA	EV	21.2986	31671.0	1487
ATL	PIT	FL	11.1387	33004.0	2963
ATL	PIT	DL	12.0634	39797.0	3299
ATL	PIT	EV	14.6644	15295.0	1043
ATL	PIT	OH	15.2632	580.0	38
ATL	PIT	OO	16.5487	7811.0	472
ATL	PIT	9E	21.8769	8707.0	398
ATL	PNS	OO	0.0	0.0	14
ATL	PNS	DL	12.5242	46590.0	3720
ATL	PNS	FL	13.7365	41443.0	3017
ATL	PNS	EV	21.318	28758.0	1349
ATL	PSE	EV	0.0	0.0	5
ATL	PSP	DL	10.6489	1001.0	94
ATL	PVD	OH	16.9701	2274.0	134
ATL	PVD	EV	21.0207	46792.0	2226
ATL	PVD	DL	21.1174	5216.0	247
ATL	PWM	DL	5.2909	291.0	55
ATL	PWM	EV	22.751	39291.0	1727
